Entity,Code,Year,spirits,beer,wine,total_consumpssion_2015
Sri Lanka,LKA,1984,0.25,0.03,0,4.5
Sudan,SDN,1984,0.26,0,0,2.7
Suriname,SUR,1984,3.77,2.95,0.25,6.5
Swaziland,SWZ,1984,1.34,0,1.03,6.4
Sweden,SWE,1984,2.55,2.72,1.55,8.7
Switzerland,CHE,1984,2.56,4.17,7.29,10.4
Syria,SYR,1984,0.14,0.08,0.64,1.4
Tanzania,TZA,1984,0.14,0.28,0,8.1
Thailand,THA,1984,5.8,0.23,0,8.3
Togo,TGO,1984,0.58,1.76,0.26,1.9
Trinidad and Tobago,TTO,1984,3.82,1.93,0.13,6.6
Tunisia,TUN,1984,0.1,0.47,0.59,1.2
Turkey,TUR,1984,0.49,0.44,0.07,2.4
Uganda,UGA,1984,0.21,0.1,0,10.5
Ukraine,UKR,1984,3.06,1.83,2.19,11.8
United Arab Emirates,ARE,1984,12.02,0.26,0.15,4.3
United Kingdom,GBR,1984,2.01,6.84,1.31,12
United States,USA,1984,3.56,5.22,1.4,9
Uruguay,URY,1984,1.92,0.99,4.42,7
Vanuatu,VUT,1984,0.39,0.97,0.88,1.2
Venezuela,VEN,1984,3.63,5.27,0.12,8.3
Vietnam,VNM,1984,0.04,0.13,0,8.7
Yemen,YEM,1984,0.07,0.15,0,0.2
Zambia,ZMB,1984,0.02,0.9,0.01,4
Zimbabwe,ZWE,1984,5.68,0.26,0.05,4.8
Afghanistan,AFG,1983,0,0,0,1
Albania,ALB,1983,0.94,0.45,0.29,6.6
Algeria,DZA,1983,0.01,0.19,0.13,0.6
Angola,AGO,1983,0.37,0.85,0.52,7.6
Antigua and Barbuda,ATG,1983,2.76,1.31,0.26,3.2
Argentina,ARG,1983,1.45,0.69,12.35,7.6
Australia,AUS,1983,1.51,7.95,3.3,12.6
Austria,AUT,1983,1.9,6.8,5.3,8.5
Bahamas,BHS,1983,8.6,4.35,2.21,4.2
Bahrain,BHR,1983,4.74,1.76,0.56,2.4
Bangladesh,BGD,1983,0,0,#N/A,0.2
Belgium,BEL,1983,2.68,7.92,2.95,10.8
Belize,BLZ,1983,4.65,2.24,0.14,8.3
Benin,BEN,1983,0.76,0.8,0.09,2.2
Bhutan,BTN,1983,0,0.51,0,1.1
Bolivia,BOL,1983,2.51,0.94,0.09,5.8
Botswana,BWA,1983,0.18,1.58,0.31,7.7
Brazil,BRA,1983,1.72,1.43,0.47,9.1
Brunei,BRN,1983,0.55,2.11,0.43,0.8
Bulgaria,BGR,1983,3.88,3.91,3.17,11.3
Burkina Faso,BFA,1983,0.02,0.32,0.03,7.4
Burundi,BDI,1983,0,2.56,0.02,9.8
Cambodia,KHM,1983,0.51,0,0,6.1
Cameroon,CMR,1983,0.01,2.36,0.09,7.7
Canada,CAN,1983,3.67,5.01,1.24,10.3
Cape Verde,CPV,1983,0.42,0.6,1.08,7.2
Central African Republic,CAF,1983,0.03,1,0.3,3.8
Chad,TCD,1983,0,0.28,0,4.4
Chile,CHL,1983,2.59,1.1,6.29,9.3
China,CHN,1983,2.15,0.1,0.03,7.6
Colombia,COL,1983,2.1,4.11,0.12,6.6
Comoros,COM,1983,0,0.01,0.05,0.2
Congo,COG,1983,0.25,2.15,0.01,3.9
Costa Rica,CRI,1983,3.9,0.56,0.05,5.1
Cote d'Ivoire,CIV,1983,0.15,0.39,1.43,6.5
Cuba,CUB,1983,1.95,1.65,0.06,5.5
Cyprus,CYP,1983,3.06,2.62,1.77,9.1
Czech Republic,CZE,1983,4.35,7.68,2.11,14.1
Democratic Republic of Congo,COD,1983,0,0.3,0.01,3.4
Denmark,DNK,1983,1.92,8.31,2.58,10.2
Djibouti,DJI,1983,1.44,0.59,0.63,0.9
Dominican Republic,DOM,1983,2.14,1.23,0.01,7.6
Ecuador,ECU,1983,1.2,1.57,0.02,6.1
Egypt,EGY,1983,0.29,0.05,0.01,0.3
El Salvador,SLV,1983,1.93,0.59,0.01,3.5
Equatorial Guinea,GNQ,1983,0,0.06,0,8.1
Eritrea,ERI,1983,0,0.15,0,1.4
Ethiopia,ETH,1983,0,0.83,0,4.3
Fiji,FJI,1983,0.03,2.07,0.13,3.2
Finland,FIN,1983,1.65,3.23,0.93,11.9
France,FRA,1983,2.77,2.78,11.91,11.6
Gabon,GAB,1983,1.29,7.59,5.79,11.8
Gambia,GMB,1983,0.07,0.06,0.07,3.2
Germany,DEU,1983,2.95,8.97,3.84,10.6
Ghana,GHA,1983,0.03,0.32,0,5.4
Greece,GRC,1983,3.64,1.86,6.21,9.3
Guatemala,GTM,1983,2.08,0.73,0,3.9
Guinea,GIN,1983,0,0.04,0.01,0.7
Guinea-Bissau,GNB,1983,0.79,0.52,0.3,4.3
Guyana,GUY,1983,4.29,0.88,0,8.6
Haiti,HTI,1983,5.25,0,0.01,5.9
Honduras,HND,1983,1.18,1,0.01,4
Hungary,HUN,1983,6.14,5.69,4.56,12.4
Iceland,ISL,1983,2.86,1.11,1.14,6.9
India,IND,1983,1.15,0.02,0,4.6
Indonesia,IDN,1983,0.04,0.05,0,0.6
Iran,IRN,1983,0,0,0,1
Iraq,IRQ,1983,0.41,0.26,0.01,0.5
Ireland,IRL,1983,2,7.73,0.55,10.9
Israel,ISR,1983,0.96,1.02,0.65,3.1
Italy,ITA,1983,1.64,1.32,11.49,6.1
Jamaica,JAM,1983,2.34,1.86,0,5.1
Japan,JPN,1983,2.67,2.46,0.09,7.5
Jordan,JOR,1983,0.29,0.22,0.03,0.7
Kenya,KEN,1983,1.04,0.94,0.02,4
Kiribati,KIR,1983,0.13,0.5,0.04,2.9
Kuwait,KWT,1983,0,0,0,0.1
Laos,LAO,1983,4.65,0,0,7.5
Latvia,LVA,1983,7.1,2.47,2.6,10.6
Lebanon,LBN,1983,2.37,0.44,0.47,2.2
Lesotho,LSO,1983,0.33,1.43,0.05,6.4
Liberia,LBR,1983,2.8,0.46,0.02,5.2
Libya,LBY,1983,0,0,0,0
Luxembourg,LUX,1983,2.86,5.87,7.87,11.2
Madagascar,MDG,1983,1.06,0.2,0.18,1.9
Malawi,MWI,1983,0.29,0.17,0.01,2.5
Malaysia,MYS,1983,0.16,0.49,0,1.7
Mali,MLI,1983,0,0.02,0.01,1
Malta,MLT,1983,1.37,1.84,1.05,7.2
Mauritania,MRT,1983,0.02,0.01,0.01,0.1
Mauritius,MUS,1983,1.9,1.02,0.05,4
Mexico,MEX,1983,1.57,2.71,0.04,6.8
Micronesia (country),FSM,1983,0,0,0,3.5
Mongolia,MNG,1983,3.12,0.4,0,7.8
Morocco,MAR,1983,0.04,0.26,0.25,0.7
Mozambique,MOZ,1983,0.12,0.18,0.07,2
Myanmar,MMR,1983,0.23,0.01,0,0.7
Namibia,NAM,1983,0,0,0,11.8
Nepal,NPL,1983,0,0.01,0,2.1
Netherlands,NLD,1983,3.31,5.52,2.39,9.6
New Zealand,NZL,1983,2.23,7.88,1.86,11.2
Nicaragua,NIC,1983,2.42,0.77,0.01,4.6
Niger,NER,1983,0.08,0.09,0.04,0.3
Nigeria,NGA,1983,0,1.3,0,11.3
North Korea,PRK,1983,2.65,0.36,0,4.4
Norway,NOR,1983,1.63,2.57,0.65,7
Oman,OMN,1983,0,0.16,0,0.9
Pakistan,PAK,1983,0,0.01,0,0.1
Panama,PAN,1983,2.08,2.5,0.15,7.7
Papua New Guinea,PNG,1983,0.09,1.14,0.05,3.1
Paraguay,PRY,1983,4.44,1.68,0.36,9.6
Peru,PER,1983,3.82,2.14,0.11,5.2
Philippines,PHL,1983,2.91,1.39,0,5.6
Poland,POL,1983,5.43,1.84,0.98,11.5
Portugal,PRT,1983,0.42,2.31,13.16,12.5
Qatar,QAT,1983,2.85,0.21,0,1.3
Romania,ROU,1983,2.69,3.02,4.14,12.9
Russia,RUS,1983,4.24,1.56,1.82,14.5
Rwanda,RWA,1983,0.01,0.88,0.01,10
Saint Kitts and Nevis,KNA,1983,2.43,1.18,0.28,7
Saint Lucia,LCA,1983,6.64,1.35,0.41,10.4
Samoa,WSM,1983,0.14,1.88,0.02,#N/A
Sao Tome and Principe,STP,1983,0.01,0,0.49,6.8
Saudi Arabia,SAU,1983,0.02,0.3,0,0.2
Senegal,SEN,1983,0.05,0.26,0.36,0.5
Seychelles,SYC,1983,0.64,2.23,0.43,6.7
Sierra Leone,SLE,1983,0.01,0.13,0.02,8.2
Singapore,SGP,1983,1.04,1.05,0.15,2.9
Slovakia,SVK,1983,4.26,8.13,2.46,12.5
Slovenia,SVN,1983,3.7,3.54,10.04,10.9
Solomon Islands,SLB,1983,0.08,0.79,0.05,1.6
Somalia,SOM,1983,0,0,0.01,0.5
South Africa,ZAF,1983,1.92,3.05,1.68,11.5
South Korea,KOR,1983,1.97,1.17,0,10.9
Spain,ESP,1983,3.98,3.88,8.32,10.6
Sri Lanka,LKA,1983,0.19,0.04,0,4.5
Sudan,SDN,1983,0.23,0,0,2.7
Suriname,SUR,1983,4.06,3.04,0.11,6.5
Swaziland,SWZ,1983,1.07,0,0.72,6.4
Sweden,SWE,1983,2.76,2.75,1.45,8.7
Switzerland,CHE,1983,2.69,4.3,7.09,10.4
Syria,SYR,1983,0.18,0.08,0.53,1.4
Tanzania,TZA,1983,0.12,0.27,0,8.1
Thailand,THA,1983,5.83,0.21,0,8.3
Togo,TGO,1983,1.22,1.91,0.48,1.9
Trinidad and Tobago,TTO,1983,3.08,1.92,0.37,6.6
Tunisia,TUN,1983,0.12,0.49,0.58,1.2
Turkey,TUR,1983,0.65,0.56,0.05,2.4
Uganda,UGA,1983,0.22,0.09,0,10.5
Ukraine,UKR,1983,2.93,1.8,2.26,11.8
United Arab Emirates,ARE,1983,11.91,0.28,0.16,4.3
United Kingdom,GBR,1983,2.03,6.91,1.16,12
United States,USA,1983,3.63,5.19,1.36,9
Uruguay,URY,1983,1.67,1.03,4.81,7
Vanuatu,VUT,1983,0.4,1.01,0.78,1.2
Venezuela,VEN,1983,3.25,5.34,0.12,8.3
Vietnam,VNM,1983,0.08,0.08,0,8.7
Yemen,YEM,1983,0.06,0.12,0,0.2
Zambia,ZMB,1983,0.02,0.93,0.01,4
Zimbabwe,ZWE,1983,5.74,0.26,0.05,4.8
Afghanistan,AFG,1982,0,0,0,1
Albania,ALB,1982,0.86,0.45,0.2,6.6
Algeria,DZA,1982,0.02,0.27,0.13,0.6
Angola,AGO,1982,0.38,1.21,0.37,7.6
Antigua and Barbuda,ATG,1982,1.9,1.14,0.13,3.2
Argentina,ARG,1982,1.3,0.5,12.77,7.6
Australia,AUS,1982,1.59,8.26,3.21,12.6
Austria,AUT,1982,1.9,6.6,5,8.5
Bahamas,BHS,1982,8.34,4.5,3.03,4.2
Bahrain,BHR,1982,3.72,1.79,0.62,2.4
Bangladesh,BGD,1982,0,0,0,0.2
Belgium,BEL,1982,2.53,8.23,2.96,10.8
Belize,BLZ,1982,5.34,2.22,0.16,8.3
Benin,BEN,1982,1.47,0.87,0.15,2.2
Bhutan,BTN,1982,0,0.55,0,1.1
Bolivia,BOL,1982,2.63,1.24,0.09,5.8
Botswana,BWA,1982,0.35,1.48,0.25,7.7
Brazil,BRA,1982,1.67,1.41,0.48,9.1
Brunei,BRN,1982,0.58,1.85,0.5,0.8
Bulgaria,BGR,1982,3.9,3.81,3.49,11.3
Burkina Faso,BFA,1982,0.02,0.32,0.03,7.4
Burundi,BDI,1982,0.01,2.67,0.04,9.8
Cambodia,KHM,1982,0.42,0,0,6.1
Cameroon,CMR,1982,0.02,2.28,0.13,7.7
Canada,CAN,1982,3.91,5.12,1.22,10.3
Cape Verde,CPV,1982,0.38,0.55,0.98,7.2
Central African Republic,CAF,1982,0.07,1.01,0.74,3.8
Chad,TCD,1982,0,0.31,0.01,4.4
Chile,CHL,1982,2.59,1.21,8.84,9.3
China,CHN,1982,1.96,0.08,0.02,7.6
Colombia,COL,1982,2.29,3.73,0.14,6.6
Comoros,COM,1982,0.03,0.05,0.05,0.2
Congo,COG,1982,0.29,2.07,0.01,3.9
Costa Rica,CRI,1982,4.05,0.56,0.04,5.1
Cote d'Ivoire,CIV,1982,0.21,0.38,2.09,6.5
Cuba,CUB,1982,1.94,1.58,0.06,5.5
Cyprus,CYP,1982,2.79,2.43,1.77,9.1
Czech Republic,CZE,1982,4.67,7.34,2.11,14.1
Democratic Republic of Congo,COD,1982,0,0.18,0.01,3.4
Denmark,DNK,1982,2.05,8.03,2.39,10.2
Djibouti,DJI,1982,1.02,0.49,0.49,0.9
Dominican Republic,DOM,1982,2.21,1.46,0.03,7.6
Ecuador,ECU,1982,1.28,1.63,0.04,6.1
Egypt,EGY,1982,0.27,0.08,0.01,0.3
El Salvador,SLV,1982,2.05,0.73,0.01,3.5
Eritrea,ERI,1982,0,0.16,0,1.4
Ethiopia,ETH,1982,0,0.65,0,4.3
Fiji,FJI,1982,0.15,2.16,0.14,3.2
Finland,FIN,1982,1.75,3.17,0.97,11.9
France,FRA,1982,2.83,2.79,12.37,11.6
Gabon,GAB,1982,1.28,7.56,5.61,11.8
Gambia,GMB,1982,0.07,0.05,0.08,3.2
Germany,DEU,1982,3.08,9,3.62,10.6
Ghana,GHA,1982,0.02,0.3,0,5.4
Greece,GRC,1982,4.04,1.9,4.99,9.3
Guatemala,GTM,1982,2.07,0.84,0,3.9
Guinea,GIN,1982,0,0.04,0.01,0.7
Guinea-Bissau,GNB,1982,0.96,0.6,0.18,4.3
Guyana,GUY,1982,4.86,1.21,0,8.6
Haiti,HTI,1982,6.7,0,0.02,5.9
Honduras,HND,1982,1.41,0.88,0.01,4
Hungary,HUN,1982,6.15,5.76,4.91,12.4
Iceland,ISL,1982,2.88,1.02,1.02,6.9
India,IND,1982,1.15,0.02,0,4.6
Indonesia,IDN,1982,0.05,0.04,0,0.6
Iran,IRN,1982,0,0,0,1
Iraq,IRQ,1982,0.47,0.33,0.01,0.5
Ireland,IRL,1982,2.37,8.27,0.59,10.9
Israel,ISR,1982,0.87,1.03,0.58,3.1
Italy,ITA,1982,1.78,1.31,11.48,6.1
Jamaica,JAM,1982,2.14,1.85,0,5.1
Japan,JPN,1982,2.42,2.43,0.09,7.5
Jordan,JOR,1982,0.12,0.24,0.03,0.7
Kenya,KEN,1982,1.02,1.11,0.01,4
Kiribati,KIR,1982,0.14,0.63,0.03,2.9
Kuwait,KWT,1982,0,0,0,0.1
Laos,LAO,1982,4.62,0,0,7.5
Latvia,LVA,1982,6.75,2.43,2.96,10.6
Lebanon,LBN,1982,2.39,0.47,0.49,2.2
Lesotho,LSO,1982,0.17,0.9,0.05,6.4
Liberia,LBR,1982,2.9,0.5,0.02,5.2
Libya,LBY,1982,0,0,0,0
Luxembourg,LUX,1982,2.95,5.9,7.99,11.2
Madagascar,MDG,1982,1,0.16,0.17,1.9
Malawi,MWI,1982,0.34,0.16,0.01,2.5
Malaysia,MYS,1982,0.16,0.62,0.03,1.7
Mali,MLI,1982,0.01,0.03,0.01,1
Malta,MLT,1982,1.95,2.13,0.83,7.2
Mauritania,MRT,1982,0.01,0.01,0.02,0.1
Mauritius,MUS,1982,1.85,0.97,0.05,4
Mexico,MEX,1982,1.28,3.17,0.04,6.8
Micronesia (country),FSM,1982,0,0,0,3.5
Mongolia,MNG,1982,3.61,0.42,0,7.8
Morocco,MAR,1982,0.04,0.29,0.25,0.7
Mozambique,MOZ,1982,0.15,0.19,0.02,2
Myanmar,MMR,1982,0.21,0.01,0,0.7
Namibia,NAM,1982,0,0,0,11.8
Nepal,NPL,1982,0,0.01,0,2.1
Netherlands,NLD,1982,3.26,5.2,2.58,9.6
New Zealand,NZL,1982,2.76,7.98,1.91,11.2
Nicaragua,NIC,1982,2.21,0.81,0.01,4.6
Niger,NER,1982,0.09,0.16,0.06,0.3
Nigeria,NGA,1982,0.01,1,0.02,11.3
North Korea,PRK,1982,2.37,0.39,0,4.4
Norway,NOR,1982,1.57,2.69,0.57,7
Oman,OMN,1982,0,0.23,0,0.9
Pakistan,PAK,1982,0,0.01,0,0.1
Panama,PAN,1982,2.34,2.6,0.15,7.7
Papua New Guinea,PNG,1982,0.11,1.34,0.05,3.1
Paraguay,PRY,1982,4.73,1.69,0.36,9.6
Peru,PER,1982,3.33,2.34,0.11,5.2
Philippines,PHL,1982,2.46,1.08,0,5.6
Poland,POL,1982,5.54,1.84,1.16,11.5
Portugal,PRT,1982,0.42,2.53,14.04,12.5
Qatar,QAT,1982,3.82,0.23,0,1.3
Romania,ROU,1982,2.71,3.04,4.17,12.9
Russia,RUS,1982,4.22,1.54,1.82,14.5
Rwanda,RWA,1982,0.01,0.97,0.01,10
Saint Kitts and Nevis,KNA,1982,3.36,0.99,0.31,7
Saint Lucia,LCA,1982,5.69,2.71,0.26,10.4
Samoa,WSM,1982,0.05,1.12,0.02,#N/A
Sao Tome and Principe,STP,1982,0.01,0,0.69,6.8
Saudi Arabia,SAU,1982,0.01,0.32,0,0.2
Senegal,SEN,1982,0.05,0.25,0.31,0.5
Seychelles,SYC,1982,0.68,2.2,0.39,6.7
Sierra Leone,SLE,1982,0.02,0.17,0.01,8.2
Singapore,SGP,1982,0.97,1.07,0.14,2.9
Slovakia,SVK,1982,4.76,8.03,2.41,12.5
Slovenia,SVN,1982,4.01,4.02,11.46,10.9
Solomon Islands,SLB,1982,0.07,0.65,0.05,1.6
Somalia,SOM,1982,0,0,0,0.5
South Africa,ZAF,1982,2.03,3,1.65,11.5
South Korea,KOR,1982,1.93,1.06,0,10.9
Spain,ESP,1982,4.02,3.81,8.4,10.6
Sri Lanka,LKA,1982,0.28,0.03,0,4.5
Sudan,SDN,1982,0.16,0.03,0,2.7
Suriname,SUR,1982,5.18,3.09,0.1,6.5
Swaziland,SWZ,1982,2.2,0,1.09,6.4
Sweden,SWE,1982,3.01,2.87,1.41,8.7
Switzerland,CHE,1982,2.71,4.42,7.28,10.4
Syria,SYR,1982,0.15,0.08,0.73,1.4
Tanzania,TZA,1982,0.15,0.27,0,8.1
Thailand,THA,1982,5.07,0.18,0,8.3
Togo,TGO,1982,4.17,1.52,0.51,1.9
Trinidad and Tobago,TTO,1982,3.35,1.83,0.38,6.6
Tunisia,TUN,1982,0.04,0.42,0.57,1.2
Turkey,TUR,1982,0.66,0.53,0.07,2.4
Uganda,UGA,1982,0.23,0.07,0,10.5
Ukraine,UKR,1982,2.8,1.81,2.35,11.8
United Arab Emirates,ARE,1982,13.4,0.23,0.16,4.3
United Kingdom,GBR,1982,1.98,6.86,1.07,12
United States,USA,1982,3.71,5.22,1.36,9
Uruguay,URY,1982,2.25,1.43,4.43,7
Vanuatu,VUT,1982,0.41,0.84,0.83,1.2
Venezuela,VEN,1982,3.47,5.23,0.27,8.3
Vietnam,VNM,1982,0.08,0.08,0,8.7
Yemen,YEM,1982,0.05,0.25,0,0.2
Zambia,ZMB,1982,0.01,1.07,0.01,4
Zimbabwe,ZWE,1982,5.45,0.26,0.05,4.8
Afghanistan,AFG,1981,0,0,0,1
Albania,ALB,1981,0.97,0.46,0.4,6.6
Algeria,DZA,1981,0.02,0.27,0.17,0.6
Angola,AGO,1981,0.49,1.48,0.49,7.6
Antigua and Barbuda,ATG,1981,1.74,1.12,0.85,3.2
Argentina,ARG,1981,1.88,0.47,12.94,7.6
Australia,AUS,1981,1.58,8.76,3.12,12.6
Austria,AUT,1981,2,6.5,5,8.5
Bahamas,BHS,1981,8.97,4.03,1.68,4.2
Bahrain,BHR,1981,2.89,1.17,0.23,2.4
Bangladesh,BGD,1981,0,0,0,0.2
Belgium,BEL,1981,2.65,7.73,2.87,10.8
Belize,BLZ,1981,5.2,2.6,0.16,8.3
Benin,BEN,1981,1.18,0.98,0.18,2.2
Bhutan,BTN,1981,0,0.52,0,1.1
Bolivia,BOL,1981,3.14,1.63,0.09,5.8
Botswana,BWA,1981,0.57,1.54,0.29,7.7
Brazil,BRA,1981,1.58,1.39,0.41,9.1
Brunei,BRN,1981,0.58,1.78,0.18,0.8
Bulgaria,BGR,1981,4.07,3.71,3.56,11.3
Burkina Faso,BFA,1981,0.03,0.32,0.04,7.4
Burundi,BDI,1981,0.01,2.85,0.02,9.8
Cameroon,CMR,1981,0,1.99,0.04,7.7
Canada,CAN,1981,4.02,5.08,1.18,10.3
Cape Verde,CPV,1981,0.63,0.57,0.96,7.2
Central African Republic,CAF,1981,0.04,1.08,0.43,3.8
Chad,TCD,1981,0,0.32,0.01,4.4
Chile,CHL,1981,1.33,1.33,7.08,9.3
China,CHN,1981,1.81,0.06,0.02,7.6
Colombia,COL,1981,2.32,3.82,0.15,6.6
Comoros,COM,1981,0.06,0.04,0.05,0.2
Congo,COG,1981,0.16,2.16,0.01,3.9
Costa Rica,CRI,1981,3.97,0.61,0.06,5.1
Cote d'Ivoire,CIV,1981,0.22,0.42,2.33,6.5
Cuba,CUB,1981,1.39,1.5,0.07,5.5
Cyprus,CYP,1981,2.79,2.31,1.61,9.1
Czech Republic,CZE,1981,4.71,7.22,2.3,14.1
Democratic Republic of Congo,COD,1981,0,0.25,0.01,3.4
Denmark,DNK,1981,2.01,7.86,2.22,10.2
Djibouti,DJI,1981,0.9,0.48,0.52,0.9
Dominican Republic,DOM,1981,2.03,1.71,0.04,7.6
Ecuador,ECU,1981,1.35,1.72,0.06,6.1
Egypt,EGY,1981,0.23,0.08,0.01,0.3
El Salvador,SLV,1981,2.23,0.84,0.01,3.5
Eritrea,ERI,1981,0,0.16,0,1.4
Ethiopia,ETH,1981,0,0.76,0,4.3
Fiji,FJI,1981,0.41,2.1,0.12,3.2
Finland,FIN,1981,1.71,3.25,1.07,11.9
France,FRA,1981,2.71,2.82,12.55,11.6
Gabon,GAB,1981,1.35,6.05,4.48,11.8
Gambia,GMB,1981,0.07,0.03,0.08,3.2
Germany,DEU,1981,3.41,8.98,3.62,10.6
Ghana,GHA,1981,0.03,0.3,0.01,5.4
Greece,GRC,1981,3.66,1.92,6.38,9.3
Guatemala,GTM,1981,1.79,0.94,0,3.9
Guinea,GIN,1981,0,0.05,0,0.7
Guinea-Bissau,GNB,1981,0.85,0.53,0.21,4.3
Guyana,GUY,1981,4.63,1.58,0,8.6
Haiti,HTI,1981,6.43,0,0.01,5.9
Honduras,HND,1981,1.59,0.96,0.03,4
Hungary,HUN,1981,6.41,5.73,4.59,12.4
Iceland,ISL,1981,3.05,1.06,0.94,6.9
India,IND,1981,1.08,0.02,0,4.6
Indonesia,IDN,1981,0.05,0.04,0,0.6
Iran,IRN,1981,0,0,0,1
Iraq,IRQ,1981,0.41,0.27,0.01,0.5
Ireland,IRL,1981,2.72,8.38,0.62,10.9
Israel,ISR,1981,0.97,1.06,0.59,3.1
Italy,ITA,1981,1.79,1.15,12.13,6.1
Jamaica,JAM,1981,2.14,1.85,0,5.1
Japan,JPN,1981,2.26,2.37,0.08,7.5
Jordan,JOR,1981,0.07,0.23,0.03,0.7
Kenya,KEN,1981,1.23,1.41,0.02,4
Kiribati,KIR,1981,0.2,0.7,0.05,2.9
Kuwait,KWT,1981,0,0,0,0.1
Laos,LAO,1981,4.56,0,0,7.5
Latvia,LVA,1981,6.87,2.4,3.16,10.6
Lebanon,LBN,1981,2.31,0.48,0.5,2.2
Lesotho,LSO,1981,0.17,1.39,0.07,6.4
Liberia,LBR,1981,3.04,0.64,0.03,5.2
Libya,LBY,1981,0,0,0,0
Luxembourg,LUX,1981,3.06,5.9,8.09,11.2
Madagascar,MDG,1981,1.25,0.18,0.17,1.9
Malawi,MWI,1981,0.37,0.13,0.01,2.5
Malaysia,MYS,1981,0.23,0.58,0.01,1.7
Mali,MLI,1981,0,0.03,0.01,1
Malta,MLT,1981,2.02,2.25,0.95,7.2
Mauritania,MRT,1981,0.02,0.01,0.03,0.1
Mauritius,MUS,1981,1.82,0.93,0.07,4
Mexico,MEX,1981,1.39,3.32,0.06,6.8
Micronesia (country),FSM,1981,0,0,0,3.5
Mongolia,MNG,1981,3.26,0.49,0,7.8
Morocco,MAR,1981,0.05,0.43,0.25,0.7
Mozambique,MOZ,1981,0.16,0.39,0.07,2
Myanmar,MMR,1981,0.19,0.01,0,0.7
Namibia,NAM,1981,0,0,0,11.8
Nepal,NPL,1981,0,0.01,0,2.1
Netherlands,NLD,1981,3.22,5.72,2.31,9.6
New Zealand,NZL,1981,2.51,8.09,2.36,11.2
Nicaragua,NIC,1981,2.66,0.84,0.02,4.6
Niger,NER,1981,0.04,0.18,0.04,0.3
Nigeria,NGA,1981,0.01,0.5,0.01,11.3
North Korea,PRK,1981,2.4,0.41,0,4.4
Norway,NOR,1981,2.06,2.57,0.69,7
Oman,OMN,1981,0,0.27,0,0.9
Pakistan,PAK,1981,0,0.01,0,0.1
Panama,PAN,1981,2.29,2.61,0.15,7.7
Papua New Guinea,PNG,1981,0.14,1.24,0.05,3.1
Paraguay,PRY,1981,4.24,1.68,0.36,9.6
Peru,PER,1981,3.45,2.26,0.21,5.2
Philippines,PHL,1981,2.33,0.82,0,5.6
Poland,POL,1981,7.71,1.94,1.56,11.5
Portugal,PRT,1981,0.42,2.48,12.48,12.5
Qatar,QAT,1981,3.8,0.26,0,1.3
Romania,ROU,1981,2.72,3.06,4.32,12.9
Russia,RUS,1981,4.21,1.5,1.8,14.5
Rwanda,RWA,1981,0.02,0.99,0.01,10
Saint Kitts and Nevis,KNA,1981,2.35,1.8,0.29,7
Saint Lucia,LCA,1981,6.2,3.11,0.43,10.4
Samoa,WSM,1981,0.09,0.49,0.02,#N/A
Sao Tome and Principe,STP,1981,0.01,0,1.33,6.8
Saudi Arabia,SAU,1981,0.01,0.19,0,0.2
Senegal,SEN,1981,0.01,0.26,0.34,0.5
Seychelles,SYC,1981,0.63,2.26,0.5,6.7
Sierra Leone,SLE,1981,0.03,0.25,0.01,8.2
Singapore,SGP,1981,1.04,1.05,0.14,2.9
Slovakia,SVK,1981,4.52,7.74,2.76,12.5
Slovenia,SVN,1981,3.91,4.11,8.91,10.9
Solomon Islands,SLB,1981,0.1,0.72,0.06,1.6
Somalia,SOM,1981,0.01,0.01,0,0.5
South Africa,ZAF,1981,2.31,2.75,1.7,11.5
South Korea,KOR,1981,1.83,1.04,0,10.9
Spain,ESP,1981,4.33,3.73,8.78,10.6
Sri Lanka,LKA,1981,0.35,0.03,0,4.5
Sudan,SDN,1981,0.16,1.41,0,2.7
Suriname,SUR,1981,4.98,3.14,0.08,6.5
Swaziland,SWZ,1981,1.7,0,0.72,6.4
Sweden,SWE,1981,3.04,2.78,1.32,8.7
Switzerland,CHE,1981,2.6,4.34,7.32,10.4
Syria,SYR,1981,0.09,0.09,0.64,1.4
Tanzania,TZA,1981,0.14,0.28,0,8.1
Thailand,THA,1981,5.3,0.16,0,8.3
Togo,TGO,1981,2.27,2.15,0.43,1.9
Trinidad and Tobago,TTO,1981,3.39,1.95,0.47,6.6
Tunisia,TUN,1981,0.03,0.44,0.57,1.2
Turkey,TUR,1981,0.83,0.56,0.15,2.4
Uganda,UGA,1981,0.21,0.04,0,10.5
Ukraine,UKR,1981,3.31,1.72,2.45,11.8
United Arab Emirates,ARE,1981,13.26,0.25,0.26,4.3
United Kingdom,GBR,1981,2.11,7.1,1.06,12
United States,USA,1981,3.86,5.26,1.32,9
Uruguay,URY,1981,2.59,1.66,4.25,7
Vanuatu,VUT,1981,0.45,1.06,0.68,1.2
Venezuela,VEN,1981,3.51,5.83,0.32,8.3
Vietnam,VNM,1981,0.08,0.09,0,8.7
Yemen,YEM,1981,0.02,0.26,0,0.2
Zambia,ZMB,1981,0.03,1.23,0.01,4
Zimbabwe,ZWE,1981,3.6,0.25,0.06,4.8
Afghanistan,AFG,1980,0,0,0,1
Albania,ALB,1980,0.91,0.44,0.44,6.6
Algeria,DZA,1980,0.02,0.27,0.19,0.6
Angola,AGO,1980,0.21,1.19,0.33,7.6
